JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Salary (USD),Posting Month,posting_Year,Hiring Urgency,Job Openings
Data Engineer,Medium,Finance,Germany,Hybrid,Mid-level,14.0,Master's,1,0,1,1,1,,10,2024,High,9
Data Analyst,Large,Retail,United State America,Hybrid,Mid-level,7.0,Master's,0,0,0,0,,0,,2022,High,
Data Scientist,Start-up,E-commerce,Australia,Remote,Mid-level,6.0,Master's,1,1,,2,1,104352,7,2022,URGENT,8
Data Analyst,Large,Retail,India,Onsite,Mid-level,2.0,Master's,No,1,1,1,1,"$130,874",11,2026,High,1
Data Engineer,Large,Healthcare,Germany,Onsite,Junior,12.0,Ph.D,1,0,0,1,1,95432,11,2026,High,7
Business Analyst,Medium,Finance,Singapore,Unknown,Junior,8.0,Master's,No,na,0,1,0,66241,10,2020,Medium,4
Data Scientist,Large,Unknown,United Kingdom,Onsite,Senior,12.0,Bachelor's,,0,1,1,Yes,163092,2,2021,URGENT,5
Business Analyst,Large,E-commerce,Germany,Onsite,Senior,7.0,Bachelor's,0,1,1,0,2,129372,3,2024,Low,2
Data Analyst,Large,Education,Australia,Hybrid,Mid-level,5.0,Ph.D,1,1,1,0,0,108403,6,2024,HIGH,7
Machine Learning Engineer,Start-up,Healthcare,United Kingdom,Onsite,Junior,3.0,Bachelor's,0,0,,1,0,122732,6,2026,URGENT,2
Machine Learning Engineer,Medium,IT,Germany,Onsite,Mid-level,6.0,Bachelor's,1,1,0,0,1,124300,7,2024,low priority,1
AI Engineer,Large,IT,United Kingdom,Onsite,Senior,11.0,Ph.D,1,1,1,1,2,171518,12,2021,HIGH,2
Machine Learning Engineer,Start-up,Healthcare,Unknown,Hybrid,Senior,8.0,Ph.D,0,1,,,1,162147,4,2022,Medium,-1
Data Analyst,Medium,E-commerce,Germany,Remote,Mid-level,6.5,Bachelor's,1,FALSE,1,1,1,118965000,8,2020,HIGH,9
Data Engineer,Medium,IT,India,Hybrid,Senior,10.0,Bachelor's,0,,0,0,1,112458,11,2025,Medium,4
Business Analyst,Start-up,Finance,Unknown,Remote,Junior,7.0,Ph.D,0,0,1,,0,76.6k,0,2026,urgent,3
AI Engineer,Large,IT,Germany,Unknown,Mid-level,0.0,Unknown,0,2,0,1,1,164036,12,2022,Low,3
Data Scientist,Large,IT,Singapore,Remote,Junior,11.0,Master's,1,1,,0,0,72011,5,2026,High,9
Data Engineer,Start-up,E-commerce,United State America,Onsite,Junior,7.0,Master's,0,1,Yes,,-1,75598,1,2024,Low,6
Machine Learning Engineer,Start-up,Retail,Canada,Remote,Senior,7.0,Ph.D,0,1,FALSE,1,FALSE,159309,0,2020,High,9
Data Engineer,Large,E-commerce,Australia,Hybrid,Junior,6.0,Bachelor's,1,1,1,0,1,92244,6,2026,low,1
Data Scientist,Medium,Retail,United Kingdom,Hybrid,Junior,1.0,Bachelor's,1,Yes,1,1,0,76446000,10,2026,Urgent,7
AI Engineer,Large,Finance,United State America,Hybrid,Senior,4.0,Bachelor's,,1,1,0,1,181.5k,,2021,low priority,3
Machine Learning Engineer,Medium,Healthcare,India,Hybrid,Mid-level,0.0,Bachelor's,FALSE,1,0,UNKNOWN,0,132444,2,,Low,3
Data Scientist,Large,Retail,Germany,Remote,Junior,1.0,Bachelor's,No,0,No,0,Yes,80161,2,2026,high,9
Data Scientist,Large,Healthcare,Germany,Remote,Mid-level,7.0,Master's,0,-1,,0,,124584,11,2022,Low,1
Data Engineer,Large,E-commerce,Australia,Onsite,Junior,9.0,Ph.D,0,-1,1,1,1,89456,na,2021,,6
Data Engineer,Large,E-commerce,India,Hybrid,Mid-level,10.0,Bachelor's,0,1,0,1,0,"$113,336",12,UNKNOWN,medium,2
Data Scientist,Medium,Unknown,United State America,Onsite,Senior,7.0,Bachelor's,TRUE,No,0,0,1,110975,10,2026,medium,3
Data Scientist,Large,Unknown,Singapore,Onsite,Junior,0.0,Master's,1,0,0,1,0,87357,10,2021,URGENT,-7
Data Scientist,Large,E-commerce,Singapore,Onsite,Mid-level,7.0,Master's,1,0,0,1,-1,119057,2,2024,High,7
Data Scientist,Start-up,Healthcare,Australia,Remote,Senior,12.0,Ph.D,TRUE,1,0,0,0,,11,2025,Med,2
Data Scientist,Large,Retail,United Kingdom,Hybrid,Junior,13.0,Master's,,0,1,TRUE,2,87294,6,2025,high,9
Data Scientist,Start-up,IT,United Kingdom,Onsite,Junior,2.0,Ph.D,0,1,,0,1,70512,5,2024,Low,6
Machine Learning Engineer,Large,IT,India,Hybrid,Junior,9.0,Unknown,0,1,0,0,1,118439,9,2023,Medium,5
Machine Learning Engineer,Large,Healthcare,Australia,Hybrid,Senior,7.0,Master's,,,1,0,0,158079,10,2024,Low,2
Data Engineer,Start-up,Unknown,India,Onsite,Mid-level,7.0,Master's,No,1,1,1,1,117539,,2020,High,-3
Business Analyst,Large,IT,India,Onsite,Junior,14.0,Master's,0,0,,1,TRUE,90935,5,2021,Medium,3
Business Analyst,Start-up,IT,India,Onsite,Junior,6.0,Ph.D,0,0,0,0,0,49261,4,2021,LOW,1
Business Analyst,Start-up,IT,Canada,Hybrid,Mid-level,10.0,Ph.D,0,1,1,0,1,97987,0,2025,moderate,5
Data Analyst,Large,Education,United Kingdom,Remote,Junior,5.0,Master's,1,0,0,0,1,"$84,465",1,,,4
Data Scientist,Large,Education,Unknown,Onsite,Mid-level,10.0,Master's,1,1,,0,1,99220,11,2025,medium,3
AI Engineer,Large,IT,Germany,Onsite,Junior,2.0,Master's,1,0,0,0,0,90659,5,2023,,
Data Scientist,Large,Education,Australia,Onsite,Junior,6.0,Bachelor's,0,1,No,,0,88058,8,2022,low,3
Data Analyst,Large,Retail,Unknown,Hybrid,Senior,5.0,Bachelor's,0,0,0,1,0,114695,8,2022,High,8
Data Engineer,Start-up,Finance,Singapore,Hybrid,Mid-level,14.0,Bachelor's,,,0,1,1,97024,8,2022,High,9
Data Analyst,Medium,Finance,Germany,Remote,Unknown,9.0,Ph.D,1,1,1,,1,97028,Jan,2020,Medium,6
Data Scientist,Unknown,Retail,Australia,Hybrid,Junior,14.0,Bachelor's,0,1,1,1,1,91837,3,2025,High,3
Data Analyst,Large,Healthcare,India,Hybrid,Senior,6.0,Ph.D,2,1,0,0,0,100290,6,,LOW,3
Data Engineer,Start-up,E-commerce,India,Onsite,Mid-level,7.0,Bachelor's,1,1,1,0,,104916,1,2020,High,8
Business Analyst,Start-up,IT,Australia,Onsite,Senior,7.0,Bachelor's,0,0,0,0,,97336,,2025,High,
Data Scientist,Medium,IT,Australia,Remote,Senior,7.0,Ph.D,0,0,1,1,FALSE,134891,7,2026,High,2
Data Engineer,Unknown,Healthcare,India,Remote,Junior,10.0,Master's,0,1,0,1,1,78475,9,2022,Medium,6
Business Analyst,Large,Finance,United State America,Remote,Senior,5.0,Bachelor's,0,1,1,1,1,,4,2020,high,4
Machine Learning Engineer,Large,Finance,Australia,Onsite,Senior,2.9,Unknown,1,1,1,1,Yes,177554,4,,Urgent,1
Data Engineer,Medium,Finance,Canada,Hybrid,Junior,3.0,Ph.D,0,0,1,0,Yes,74209,12,2025,High Priority,8
Data Analyst,Large,Retail,Australia,Hybrid,Mid-level,12.0,Ph.D,0,1,0,2,FALSE,91949,5,2020,urgent,8
Data Analyst,Large,Healthcare,India,Onsite,Junior,7.0,Master's,0,1,0,0,0,,6,2022,Low,2
Data Scientist,Large,Retail,India,Onsite,Junior,6.3,Ph.D,1,1,FALSE,0,FALSE,72485,9,2026,not urgent,5
Business Analyst,Large,Retail,United Kingdom,Remote,Mid-level,12.0,Master's,1,0,FALSE,2,1,103008,8,2020,HIGH,7
Data Analyst,Large,Retail,United Kingdom,Hybrid,Senior,0.0,Bachelor's,1,0,0,,1,9999999,2,,low priority,3
Business Analyst,Large,Healthcare,United State America,Onsite,Junior,7.0,Master's,1,0,1,0,,-83418,10,,urgent,9
Data Analyst,Start-up,Retail,Germany,Hybrid,Senior,4.0,Master's,1,0,1,0,0,111931,,,Urgent,9
Data Analyst,Large,Healthcare,Germany,Remote,Mid-level,0.0,Bachelor's,,,1,0,1,98595,13,2021,Low,2
Data Analyst,Large,E-commerce,Germany,Remote,Mid-level,9.0,Master's,1,-1,na,0,1,101846,9,2020,urgent,9
Data Engineer,Large,E-commerce,Germany,Hybrid,Junior,10.0,Ph.D,0,1,0,1,1,"$90,421",8,2022,High,7
Data Analyst,Large,Finance,United Kingdom,Remote,Junior,13.0,Ph.D,,0,0,0,1,59747,11,2022,High,
Machine Learning Engineer,Medium,E-commerce,Germany,Hybrid,Junior,7.0,Ph.D,0,0,0,1,0,0,6,2026,MEDIUM,
Business Analyst,Start-up,IT,Australia,Onsite,Mid-level,10.0,Master's,1,1,0,,1,83659,8,2020,Moderate,3
AI Engineer,Medium,Healthcare,Singapore,Onsite,Junior,6.0,Master's,,,0,0,0,86234,Oct,2022,Low,2
Machine Learning Engineer,Large,E-commerce,United Kingdom,Onsite,Mid-level,9.0,Bachelor's,0,0,1,0,0,133105,4,2022,Medium,2
Machine Learning Engineer,Large,Education,United Kingdom,Remote,Mid-level,6.0,Ph.D,1,1,0,,1,0,2,2026,Low,6
Data Scientist,Large,Retail,Australia,Remote,Fresher,7.0,Unknown,1,1,1,0,1,91688,11,2022,HIGH,7
AI Engineer,Start-up,Retail,Germany,Remote,Senior,0.3,Bachelor's,1,1,No,0,0,139350,8,2026,Low,
AI Engineer,Start-up,E-commerce,United Kingdom,Onsite,Mid-level,10.0,Ph.D,,0,0,0,1,128333,Sep,2026,,5
Data Analyst,Large,Healthcare,Canada,Unknown,Mid-level,13.0,Unknown,1,1,0,1,na,9999999,4,2020,Medium,5
Data Scientist,Medium,Education,Unknown,Remote,Mid-level,10.0,Ph.D,0,,0,0,1,80865,8,2020,moderate,4
Data Scientist,Start-up,Healthcare,Canada,Onsite,Junior,14.0,Bachelor's,0,0,1,,0,64797,7,2020,URGENT,8
Data Analyst,Medium,E-commerce,India,Remote,Mid-level,9.0,Bachelor's,0,1,0,0,0,77133,6,2022,medium,1
Data Scientist,Medium,Finance,Singapore,Remote,Senior,11.0,Bachelor's,0,0,1,1,0,131279,9,2023,high,-5
Machine Learning Engineer,Large,Retail,Australia,Onsite,Junior,3.0,Ph.D,1,1,-1,2,0,141422,4,2023,High Priority,
Machine Learning Engineer,Start-up,Healthcare,Germany,Onsite,Senior,0.0,Bachelor's,0,1,0,1,1,166069,0,2021,low,2
Data Scientist,Large,IT,India,Onsite,Mid-level,9.0,Bachelor's,0,0,1,0,1,119063,5,2020,Moderate,5
AI Engineer,Unknown,Retail,Canada,Onsite,Junior,9.0,Master's,1,1,1,1,0,116841,3,2026,High,5
Business Analyst,Medium,E-commerce,Singapore,Onsite,Junior,7.0,Master's,1,0,TRUE,0,1,79945,13,2020,,7
Business Analyst,Start-up,Retail,Australia,Remote,Senior,7.0,Bachelor's,0,,-1,1,0,128572,0,2022,High,2
Machine Learning Engineer,Start-up,IT,United State America,Onsite,Mid-level,4.0,Bachelor's,1,1,1,2,0,129918,12,,,0
Data Engineer,Large,Finance,United Kingdom,Hybrid,Junior,11.0,Master's,1,,1,1,1,94345,11,2020,High,9
Data Scientist,Unknown,E-commerce,Canada,Hybrid,Mid-level,4.4,Master's,-1,0,1,1,1,118944,1,2026,High,3
Machine Learning Engineer,Medium,Healthcare,Canada,Hybrid,Senior,12.0,Unknown,0,1,1,0,0,,11,2020,Medium,6
Data Scientist,Start-up,Finance,Singapore,Remote,Senior,8.0,Ph.D,0,TRUE,0,TRUE,1,126446,9,2023,High,7
AI Engineer,Large,Education,United Kingdom,Onsite,Junior,12.0,Master's,1,0,1,0,0,105828,7,2023,moderate,3
Data Engineer,Medium,Education,United State America,Onsite,Senior,11.0,Master's,1,1,1,0,,120001,13,2026,Medium,2
Data Scientist,Medium,Healthcare,Singapore,Onsite,Junior,7.0,Master's,No,1,1,0,2,"$61,653",1,2026,High Priority,8
Machine Learning Engineer,Large,Finance,United Kingdom,Onsite,Junior,4.0,Bachelor's,0,1,0,1,1,118723,1,2026,urgent,7
Data Analyst,Large,Education,United Kingdom,Onsite,Junior,13.0,Master's,1,1,0,1,1,99955,10,2020,urgent,8
AI Engineer,Large,E-commerce,Unknown,Remote,Mid-level,3.0,Master's,1,0,0,1,0,134133,,2026,HIGH,9
Data Engineer,Large,Retail,Australia,Hybrid,Junior,7.0,Master's,1,0,1,0,1,95041,7,2025,low priority,3
Data Engineer,Unknown,E-commerce,Singapore,Hybrid,Senior,8.0,Ph.D,1,0,Yes,Yes,1,136554,4,2025,High,3
Data Analyst,Start-up,E-commerce,India,Onsite,Junior,9.0,Ph.D,0,1,1,Yes,0,,7,2023,High,3
Business Analyst,Large,Healthcare,Singapore,Remote,Mid-level,8.0,Ph.D,2,0,1,0,0,85515,12,2021,,1
Data Engineer,Large,Education,United State America,Remote,Senior,7.0,Bachelor's,0,-1,-1,0,1,"$131,584",9,2024,Medium,3
Business Analyst,Medium,IT,United State America,Onsite,Junior,7.0,Bachelor's,1,1,1,0,1,72719,11,2025,Med,6
Business Analyst,Start-up,IT,Germany,Onsite,Senior,0.0,Ph.D,0,FALSE,Yes,1,0,131.3k,1,2023,High,4
Data Scientist,Large,Retail,Germany,Unknown,Mid-level,7.7,Bachelor's,0,UNKNOWN,1,,1,101320,6,2022,Low,5
Data Engineer,Medium,Healthcare,Canada,Hybrid,Mid-level,12.0,Bachelor's,1,0,1,0,0,86447,4,,Medium,1
Data Scientist,Large,Education,Canada,Hybrid,Mid-level,10.0,Ph.D,0,0,0,2,1,105955,11,2020,High,8
Data Engineer,Large,IT,Germany,Hybrid,Senior,1.0,Unknown,1,0,1,0,1,140671,3,2020,URGENT,8
Data Engineer,Medium,Education,United Kingdom,Onsite,Senior,1.0,Ph.D,0,0,,1,0,119602,3,2025,Low,-5
Business Analyst,Large,Education,Australia,Remote,Mid-level,11.0,Unknown,0,1,2,0,0,72039,4,2025,Medium,3
Machine Learning Engineer,Medium,Unknown,Canada,Onsite,Senior,10.0,Bachelor's,-1,1,0,na,0,142861,Mar,,Medium,1
Data Engineer,Medium,IT,Canada,Unknown,Junior,14.0,Master's,1,1,1,1,0,9999999,2,,high,9
Machine Learning Engineer,Large,Retail,India,Remote,Mid-level,12.0,Ph.D,1,1,1,0,1,157826,8,2021,High,9
Data Scientist,Large,Healthcare,Germany,Hybrid,Junior,1.0,Ph.D,0,1,1,No,2,91577,13,2022,low priority,1
AI Engineer,Medium,IT,Australia,Onsite,Junior,7.0,Bachelor's,0,0,0,1,0,107870000,3,2022,Medium,6
Data Engineer,Medium,Finance,Germany,Remote,Unknown,14.0,Master's,1,0,,,1,64408,3,2021,Moderate,na
Data Engineer,Medium,Healthcare,Singapore,Remote,Mid-level,13.1,Ph.D,0,1,0,FALSE,0,70512,8,2023,Medium,0
Business Analyst,Unknown,IT,Australia,Remote,Mid-level,9.0,Master's,0,1,1,,-1,111528,4,2021,,1
Data Analyst,Medium,IT,India,Unknown,Senior,7.0,Master's,1,1,1,0,0,112315,11,2022,Medium,
Data Scientist,Medium,Retail,India,Remote,Junior,10.0,Ph.D,0,TRUE,0,0,Yes,63688,4,,High,8
AI Engineer,Unknown,Healthcare,United Kingdom,Onsite,Mid-level,7.0,Bachelor's,-1,1,1,1,0,162247,8,2025,High,
Machine Learning Engineer,Large,Healthcare,Canada,Hybrid,Junior,0.4,Bachelor's,0,1,1,0,0,101487,11,2021,Low Priority,6
Business Analyst,Medium,Unknown,Singapore,Remote,Senior,4.0,Ph.D,0,,0,0,1,105096,7,2021,low,-4
Data Scientist,Large,E-commerce,Singapore,Onsite,Junior,10.0,Master's,0,1,1,1,TRUE,89156,3,2024,high,4
AI Engineer,Medium,IT,United Kingdom,Hybrid,Junior,5.0,Unknown,0,1,0,1,1,"$114,994",11,2024,low,5
Machine Learning Engineer,Medium,E-commerce,Australia,Remote,Senior,0.0,Master's,No,1,0,2,No,157952,1,2026,,1
Data Analyst,Large,Retail,United State America,Remote,Mid-level,6.0,Bachelor's,1,0,1,0,1,100811,13,2026,High,8
AI Engineer,Start-up,Unknown,United State America,Remote,Junior,13.9,Bachelor's,0,0,1,1,1,132014,10,2025,,7
Business Analyst,Start-up,Education,United Kingdom,Remote,Mid-level,0.0,Bachelor's,0,0,0,0,,88014,6,2021,Low,3
Business Analyst,Start-up,IT,Australia,Hybrid,Mid-level,13.0,Master's,0,0,1,1,1,116433,7,2026,Urgent,6
Machine Learning Engineer,Medium,Education,United Kingdom,Remote,Junior,4.0,Bachelor's,0,2,0,0,0,-93785,12,2024,Low,6
Business Analyst,Large,Finance,Australia,Onsite,Mid-level,14.0,Bachelor's,0,0,1,0,0,85637,11,2022,MEDIUM,5
AI Engineer,Large,Finance,Germany,Onsite,Junior,0.0,Master's,0,1,FALSE,1,0,103610,13,2023,High,7
Machine Learning Engineer,Large,Finance,India,Onsite,Mid-level,7.0,Master's,1,Yes,0,1,1,158351,9,2026,Low,-4
Data Scientist,Large,Healthcare,Canada,Remote,Junior,1.0,Master's,2,1,TRUE,0,,97897,Mar,2020,Low Priority,4
Machine Learning Engineer,Large,Unknown,Singapore,Remote,Senior,11.0,Master's,Yes,1,,0,1,171867,,2022,medium,5
AI Engineer,Large,E-commerce,Germany,Onsite,Junior,7.0,Bachelor's,1,,0,0,0,,1,2022,Urgent,7
Business Analyst,Large,Unknown,Germany,Onsite,Mid-level,6.0,Bachelor's,1,1,,0,0,92715,3,2024,Low,1
AI Engineer,Large,Retail,Singapore,Onsite,Senior,9.0,Master's,0,1,,1,0,"$185,386",3,2026,High,6
Data Analyst,Large,Education,United Kingdom,Hybrid,Senior,9.0,Master's,,0,0,0,1,129760,11,2024,MEDIUM,4
Data Engineer,Unknown,Education,Canada,Onsite,Mid-level,2.0,Master's,1,0,1,1,0,102295,3,2026,High,3
Data Scientist,Medium,Unknown,Germany,Onsite,Senior,11.0,Unknown,1,0,0,0,0,99.4k,11,2026,,-5
Data Scientist,Medium,IT,United Kingdom,Hybrid,Mid-level,2.0,Unknown,1,1,0,0,1,"$84,738",1,2023,low,5
Data Scientist,Medium,IT,United Kingdom,Onsite,Senior,9.0,Bachelor's,1,FALSE,0,1,1,123436,9,2021,High,7
Business Analyst,Start-up,Education,United State America,Hybrid,Junior,10.0,Ph.D,0,0,1,0,0,,4,2022,Medium,5
Data Engineer,Start-up,Retail,United State America,Remote,Junior,6.4,Ph.D,0,1,,0,0,67091,,2020,low,2
Data Scientist,Medium,Healthcare,Germany,Hybrid,Junior,7.0,Ph.D,1,No,na,0,0,47987,9,2025,Low,4
Data Engineer,Medium,IT,Australia,Onsite,Senior,7.7,Ph.D,1,Yes,1,-1,0,,11,,High,9
AI Engineer,Medium,IT,Germany,Remote,Senior,10.0,Master's,0,0,0,0,0,144333,4,2023,Medium,2
Data Scientist,Large,E-commerce,Unknown,Hybrid,Senior,12.0,Master's,1,1,0,,2,"$146,705",0,2024,Medium,
Machine Learning Engineer,Large,Healthcare,United State America,Remote,Junior,7.0,Ph.D,1,0,1,0,1,135733,0,2020,Medium,3
Machine Learning Engineer,Large,Unknown,Germany,Hybrid,Junior,8.0,Bachelor's,0,0,1,0,0,101978,8,2020,Medium,1
Business Analyst,Large,IT,Australia,Hybrid,Junior,10.0,Bachelor's,0,0,0,1,1,92570,1,2020,medium,4
Business Analyst,Large,Finance,Singapore,Onsite,Mid-level,7.0,Bachelor's,1,0,-1,No,0,113888,,2023,Low,3
Unknown,Large,Retail,Australia,Hybrid,Senior,0.0,Master's,1,1,Yes,0,Yes,165300,7,2025,Low,1
Data Analyst,Medium,Unknown,United State America,Hybrid,Unknown,13.0,Master's,0,0,1,1,0,102061000,13,,High,9
Business Analyst,Medium,IT,India,Onsite,Senior,7.0,Bachelor's,1,1,1,1,TRUE,140506,1,2023,High,-3
Business Analyst,Large,Healthcare,United State America,Hybrid,Junior,14.0,Ph.D,0,,,2,0,71439,6,2023,Medium,5
Machine Learning Engineer,Start-up,Healthcare,Germany,Unknown,Junior,10.0,Bachelor's,1,1,1,1,Yes,9999999,,2022,High,3
Machine Learning Engineer,Large,Healthcare,India,Hybrid,Senior,7.0,Ph.D,Yes,Yes,-1,,1,196314,9,2022,High,7
AI Engineer,Large,E-commerce,United State America,Hybrid,Senior,7.0,Ph.D,0,1,1,0,1,,0,2026,Low,6
Data Engineer,Large,Unknown,Australia,Remote,Unknown,14.0,Bachelor's,1,2,0,0,1,105620,5,2024,Moderate,5
Data Analyst,Large,IT,United State America,Remote,Mid-level,1.0,Unknown,1,0,-1,1,0,90823,,2026,Low Priority,
Business Analyst,Large,IT,Singapore,Remote,Junior,0.0,Ph.D,,,1,0,1,78051,4,2024,High,
Data Engineer,Large,Retail,Germany,Onsite,Mid-level,5.0,Master's,1,1,1,-1,0,111802,10,2024,Low,5
Data Engineer,Large,Retail,Australia,Hybrid,Senior,7.0,Bachelor's,1,0,,1,0,136869,,,Urgent,8
Data Scientist,Medium,IT,Unknown,Hybrid,Mid-level,4.0,Master's,-1,1,1,0,1,"$104,165",12,2025,low,1
Business Analyst,Start-up,Healthcare,Unknown,Remote,Senior,7.0,Bachelor's,1,2,1,0,1,123965,2,2020,Low,2
Data Analyst,Medium,Retail,Singapore,Hybrid,Junior,8.0,Master's,0,0,,2,,63624,,2023,Med,3
Machine Learning Engineer,Medium,Finance,Singapore,Hybrid,Junior,7.0,Master's,,1,1,0,1,113103,1,2021,medium,6
Business Analyst,Large,IT,Singapore,Remote,Senior,3.0,Ph.D,0,-1,0,1,1,149406,9,2024,High,9
AI Engineer,Medium,E-commerce,Germany,Hybrid,Mid-level,13.0,Bachelor's,0,0,1,FALSE,1,"$142,282",9,2023,Moderate,3
AI Engineer,Large,IT,Canada,Remote,Mid-level,11.0,Bachelor's,1,No,1,1,1,159253,9,2025,urgent,8
Machine Learning Engineer,Unknown,Education,Unknown,Hybrid,Junior,14.0,Ph.D,Yes,1,2,1,1,111085,10,2021,Medium,2
