JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Posting Month,posting_Year,Hiring Urgency,Total_Skills,advanced_skill_score,ai_specialist,exp_per_skill,experience_intensity,ml_cloud_combination,job_title_popularity,industry_frequency,premium_candidate,Salary (USD)
Data Engineer,Medium,Finance,Germany,Hybrid,Mid-level,14.0,Master's,1,0,1,1,1,10,2024,Low,4,12,1,3.5,168.0,1,1623,1595,0,113873.0
Data Analyst,Large,Retail,United State America,Hybrid,Mid-level,7.0,Master's,0,0,0,0,1,10,2022,Low,1,3,0,7.0,21.0,0,1626,1494,0,61004.0
Data Scientist,Start-up,E-commerce,Australia,Remote,Mid-level,6.0,Master's,1,1,1,0,1,7,2022,Low,4,9,0,1.5,54.0,1,1661,1567,0,104352.0
Data Analyst,Large,Retail,India,Onsite,Mid-level,2.0,Master's,0,1,1,1,1,11,2026,Low,4,11,1,0.5,22.0,1,1626,1494,0,130874.0
Data Engineer,Large,Healthcare,Germany,Onsite,Junior,12.0,Ph.D,1,0,0,1,1,11,2026,Low,3,9,0,4.0,108.0,0,1623,1551,0,95432.0
Business Analyst,Medium,Finance,Singapore,Unknown,Junior,8.0,Master's,0,0,0,1,0,10,2020,Low,1,4,0,8.0,32.0,0,1714,1595,0,66241.0
Data Scientist,Large,Unknown,United Kingdom,Onsite,Senior,12.0,Bachelor's,0,0,1,1,1,2,2021,Low,3,10,1,4.0,120.0,1,1661,676,1,163092.0
Business Analyst,Large,E-commerce,Germany,Onsite,Senior,7.0,Bachelor's,0,1,1,0,0,3,2024,Low,2,4,0,3.5,28.0,0,1714,1567,0,129372.0
Data Analyst,Large,Education,Australia,Hybrid,Mid-level,5.0,Ph.D,1,1,1,0,0,6,2024,Low,3,6,0,1.6666666666666667,30.0,0,1626,1531,0,108403.0
Machine Learning Engineer,Start-up,Healthcare,United Kingdom,Onsite,Junior,3.0,Bachelor's,0,0,1,1,0,6,2026,Low,2,7,1,1.5,21.0,0,1682,1551,0,122732.0
Machine Learning Engineer,Medium,IT,Germany,Onsite,Mid-level,6.0,Bachelor's,1,1,0,0,1,7,2024,Low,3,6,0,2.0,36.0,0,1682,1611,0,124300.0
AI Engineer,Large,IT,United Kingdom,Onsite,Senior,11.0,Ph.D,1,1,1,1,0,12,2021,Low,4,10,1,2.75,110.0,0,1679,1611,1,171518.0
Machine Learning Engineer,Start-up,Healthcare,Unknown,Hybrid,Senior,8.0,Ph.D,0,1,1,0,1,4,2022,Low,3,7,0,2.6666666666666665,56.0,1,1682,1551,0,162147.0
Data Analyst,Medium,E-commerce,Germany,Remote,Mid-level,6.5,Bachelor's,1,1,1,1,1,8,2020,Low,5,13,1,1.3,84.5,1,1626,1567,1,212076.75
Data Engineer,Medium,IT,India,Hybrid,Senior,10.0,Bachelor's,0,1,0,0,1,11,2025,Low,2,4,0,5.0,40.0,0,1623,1611,0,112458.0
Business Analyst,Start-up,Finance,Unknown,Remote,Junior,7.0,Ph.D,0,0,1,0,0,1,2026,High,1,3,0,7.0,21.0,0,1714,1595,0,76600.0
AI Engineer,Large,IT,Germany,Unknown,Mid-level,0.0,Unknown,0,0,0,1,1,12,2022,High,2,7,0,0.0,0.0,0,1679,1611,1,164036.0
Data Scientist,Large,IT,Singapore,Remote,Junior,11.0,Master's,1,1,1,0,0,5,2026,High,3,6,0,3.6666666666666665,66.0,0,1661,1611,0,72011.0
Data Engineer,Start-up,E-commerce,United State America,Onsite,Junior,7.0,Master's,0,1,1,0,1,1,2024,High,3,7,0,2.333333333333333,49.0,1,1623,1567,0,75598.0
Machine Learning Engineer,Start-up,Retail,Canada,Remote,Senior,7.0,Ph.D,0,1,1,1,1,1,2020,High,4,11,1,1.75,77.0,1,1682,1494,0,159309.0
Data Engineer,Large,E-commerce,Australia,Hybrid,Junior,6.0,Bachelor's,1,1,1,0,1,6,2026,Low,4,9,0,1.5,54.0,1,1623,1567,0,92244.0
Data Scientist,Medium,Retail,United Kingdom,Hybrid,Junior,1.0,Bachelor's,1,1,1,1,0,10,2026,Low,4,10,1,0.25,10.0,0,1661,1494,1,212076.75
AI Engineer,Large,Finance,United State America,Hybrid,Senior,4.0,Bachelor's,0,1,1,0,1,10,2021,Low,3,7,0,1.3333333333333333,28.0,1,1679,1595,1,181500.0
Machine Learning Engineer,Medium,Healthcare,India,Hybrid,Mid-level,0.0,Bachelor's,0,1,0,0,0,2,2026,Low,1,1,0,0.0,0.0,0,1682,1551,0,132444.0
Data Scientist,Large,Retail,Germany,Remote,Junior,1.0,Bachelor's,0,0,1,0,1,2,2026,High,2,6,0,0.5,6.0,1,1661,1494,0,80161.0
Data Scientist,Large,Healthcare,Germany,Remote,Mid-level,7.0,Master's,0,1,1,0,1,11,2022,High,3,7,0,2.333333333333333,49.0,1,1661,1551,0,124584.0
Data Engineer,Large,E-commerce,Australia,Onsite,Junior,9.0,Ph.D,0,1,1,1,1,1,2021,High,4,11,1,2.25,99.0,1,1623,1567,0,89456.0
Data Engineer,Large,E-commerce,India,Hybrid,Mid-level,10.0,Bachelor's,0,1,0,1,0,12,2024,Medium,2,5,0,5.0,50.0,0,1623,1567,0,113336.0
Data Scientist,Medium,Unknown,United State America,Onsite,Senior,7.0,Bachelor's,0,1,0,0,1,10,2026,Medium,2,4,0,3.5,28.0,0,1661,676,0,110975.0
Data Scientist,Large,Unknown,Singapore,Onsite,Junior,0.0,Master's,1,0,0,1,0,10,2021,Medium,2,6,0,0.0,0.0,0,1661,676,0,87357.0
Data Scientist,Large,E-commerce,Singapore,Onsite,Mid-level,7.0,Master's,1,0,0,1,1,2,2024,Medium,3,9,0,2.333333333333333,63.0,0,1661,1567,0,119057.0
Data Scientist,Start-up,Healthcare,Australia,Remote,Senior,12.0,Ph.D,0,1,0,0,0,11,2025,Medium,1,1,0,12.0,12.0,0,1661,1551,0,113873.0
Data Scientist,Large,Retail,United Kingdom,Hybrid,Junior,13.0,Master's,0,0,1,0,0,6,2025,High,1,3,0,13.0,39.0,0,1661,1494,0,87294.0
Data Scientist,Start-up,IT,United Kingdom,Onsite,Junior,2.0,Ph.D,0,1,1,0,1,5,2024,High,3,7,0,0.6666666666666666,14.0,1,1661,1611,0,70512.0
Machine Learning Engineer,Large,IT,India,Hybrid,Junior,9.0,Unknown,0,1,0,0,1,9,2023,High,2,4,0,4.5,36.0,0,1682,1611,0,118439.0
Machine Learning Engineer,Large,Healthcare,Australia,Hybrid,Senior,7.0,Master's,0,1,1,0,0,10,2024,High,2,4,0,3.5,28.0,0,1682,1551,0,158079.0
Data Engineer,Start-up,Unknown,India,Onsite,Mid-level,7.0,Master's,0,1,1,1,1,10,2020,High,4,11,1,1.75,77.0,1,1623,676,0,117539.0
Business Analyst,Large,IT,India,Onsite,Junior,14.0,Master's,0,0,1,1,1,5,2021,High,3,10,1,4.666666666666667,140.0,1,1714,1611,0,90935.0
Business Analyst,Start-up,IT,India,Onsite,Junior,6.0,Ph.D,0,0,0,0,0,4,2021,High,0,0,0,inf,0.0,0,1714,1611,0,61004.0
Business Analyst,Start-up,IT,Canada,Hybrid,Mid-level,10.0,Ph.D,0,1,1,0,1,1,2025,Medium,3,7,0,3.333333333333333,70.0,1,1714,1611,0,97987.0
Data Analyst,Large,Education,United Kingdom,Remote,Junior,5.0,Master's,1,0,0,0,1,1,2025,Medium,2,5,0,2.5,25.0,0,1626,1531,0,84465.0
Data Scientist,Large,Education,Unknown,Onsite,Mid-level,10.0,Master's,1,1,1,0,1,11,2025,Medium,4,9,0,2.5,90.0,1,1661,1531,0,99220.0
AI Engineer,Large,IT,Germany,Onsite,Junior,2.0,Master's,1,0,0,0,0,5,2023,Medium,1,2,0,2.0,4.0,0,1679,1611,0,90659.0
Data Scientist,Large,Education,Australia,Onsite,Junior,6.0,Bachelor's,0,1,1,0,0,8,2022,Low,2,4,0,3.0,24.0,0,1661,1531,0,88058.0
Data Analyst,Large,Retail,Unknown,Hybrid,Senior,5.0,Bachelor's,0,0,0,1,0,8,2022,Low,1,4,0,5.0,20.0,0,1626,1494,0,114695.0
Data Engineer,Start-up,Finance,Singapore,Hybrid,Mid-level,14.0,Bachelor's,0,1,0,1,1,8,2022,Low,3,8,0,4.666666666666667,112.0,0,1623,1595,0,97024.0
Data Analyst,Medium,Finance,Germany,Remote,Unknown,9.0,Ph.D,1,1,1,0,1,1,2020,Low,4,9,0,2.25,81.0,1,1626,1595,0,97028.0
Data Scientist,Unknown,Retail,Australia,Hybrid,Junior,14.0,Bachelor's,0,1,1,1,1,3,2025,Low,4,11,1,3.5,154.0,1,1661,1494,0,91837.0
Data Analyst,Large,Healthcare,India,Hybrid,Senior,6.0,Ph.D,0,1,0,0,0,6,2020,Low,1,1,0,6.0,6.0,0,1626,1551,0,100290.0
Data Engineer,Start-up,E-commerce,India,Onsite,Mid-level,7.0,Bachelor's,1,1,1,0,1,1,2020,Low,4,9,0,1.75,63.0,1,1623,1567,0,104916.0
Business Analyst,Start-up,IT,Australia,Onsite,Senior,7.0,Bachelor's,0,0,0,0,1,1,2025,Low,1,3,0,7.0,21.0,0,1714,1611,0,97336.0
Data Scientist,Medium,IT,Australia,Remote,Senior,7.0,Ph.D,0,0,1,1,1,7,2026,Low,3,10,1,2.333333333333333,70.0,1,1661,1611,0,134891.0
Data Engineer,Unknown,Healthcare,India,Remote,Junior,10.0,Master's,0,1,0,1,1,9,2022,Low,3,8,0,3.333333333333333,80.0,0,1623,1551,0,78475.0
Business Analyst,Large,Finance,United State America,Remote,Senior,5.0,Bachelor's,0,1,1,1,1,4,2020,High,4,11,1,1.25,55.0,1,1714,1595,0,113873.0
Machine Learning Engineer,Large,Finance,Australia,Onsite,Senior,2.9,Unknown,1,1,1,1,1,4,2025,High,5,13,1,0.58,37.7,1,1682,1595,1,177554.0
Data Engineer,Medium,Finance,Canada,Hybrid,Junior,3.0,Ph.D,0,0,1,0,1,12,2025,High,2,6,0,1.5,18.0,1,1623,1595,0,74209.0
Data Analyst,Large,Retail,Australia,Hybrid,Mid-level,12.0,Ph.D,0,1,0,0,1,5,2020,High,2,4,0,6.0,48.0,0,1626,1494,0,91949.0
Data Analyst,Large,Healthcare,India,Onsite,Junior,7.0,Master's,0,1,0,0,0,6,2022,High,1,1,0,7.0,7.0,0,1626,1551,0,113873.0
Data Scientist,Large,Retail,India,Onsite,Junior,6.3,Ph.D,1,1,1,0,1,9,2026,Low,4,9,0,1.575,56.7,1,1661,1494,0,72485.0
Business Analyst,Large,Retail,United Kingdom,Remote,Mid-level,12.0,Master's,1,0,1,0,1,8,2020,Low,3,8,0,4.0,96.0,1,1714,1494,0,103008.0
Data Analyst,Large,Retail,United Kingdom,Hybrid,Senior,0.0,Bachelor's,1,0,0,0,1,2,2021,Low,2,5,0,0.0,0.0,0,1626,1494,1,212076.75
Business Analyst,Large,Healthcare,United State America,Onsite,Junior,7.0,Master's,1,0,1,0,1,10,2021,High,3,8,0,2.333333333333333,56.0,1,1714,1551,0,83418.0
Data Analyst,Start-up,Retail,Germany,Hybrid,Senior,4.0,Master's,1,0,1,0,0,10,2021,High,2,5,0,2.0,20.0,0,1626,1494,0,111931.0
Data Analyst,Large,Healthcare,Germany,Remote,Mid-level,0.0,Bachelor's,0,1,1,0,1,1,2021,High,3,7,0,0.0,0.0,1,1626,1551,0,98595.0
Data Analyst,Large,E-commerce,Germany,Remote,Mid-level,9.0,Master's,1,1,0,0,1,9,2020,High,3,6,0,3.0,54.0,0,1626,1567,0,101846.0
Data Engineer,Large,E-commerce,Germany,Hybrid,Junior,10.0,Ph.D,0,1,0,1,1,8,2022,High,3,8,0,3.333333333333333,80.0,0,1623,1567,0,90421.0
Data Analyst,Large,Finance,United Kingdom,Remote,Junior,13.0,Ph.D,0,0,0,0,1,11,2022,High,1,3,0,13.0,39.0,0,1626,1595,0,61004.0
Machine Learning Engineer,Medium,E-commerce,Germany,Hybrid,Junior,7.0,Ph.D,0,0,0,1,0,6,2026,High,1,4,0,7.0,28.0,0,1682,1567,0,61004.0
Business Analyst,Start-up,IT,Australia,Onsite,Mid-level,10.0,Master's,1,1,0,0,1,8,2020,High,3,6,0,3.333333333333333,60.0,0,1714,1611,0,83659.0
AI Engineer,Medium,Healthcare,Singapore,Onsite,Junior,6.0,Master's,0,1,0,0,0,10,2022,High,1,1,0,6.0,6.0,0,1679,1551,0,86234.0
Machine Learning Engineer,Large,E-commerce,United Kingdom,Onsite,Mid-level,9.0,Bachelor's,0,0,1,0,0,4,2022,High,1,3,0,9.0,27.0,0,1682,1567,0,133105.0
Machine Learning Engineer,Large,Education,United Kingdom,Remote,Mid-level,6.0,Ph.D,1,1,0,0,1,2,2026,High,3,6,0,2.0,36.0,0,1682,1531,0,61004.0
Data Scientist,Large,Retail,Australia,Remote,Fresher,7.0,Unknown,1,1,1,0,1,11,2022,High,4,9,0,1.75,63.0,1,1661,1494,0,91688.0
AI Engineer,Start-up,Retail,Germany,Remote,Senior,0.3,Bachelor's,1,1,1,0,0,8,2026,High,3,6,0,0.0999999999999999,1.7999999999999998,0,1679,1494,0,139350.0
AI Engineer,Start-up,E-commerce,United Kingdom,Onsite,Mid-level,10.0,Ph.D,0,0,0,0,1,9,2026,High,1,3,0,10.0,30.0,0,1679,1567,0,128333.0
Data Analyst,Large,Healthcare,Canada,Unknown,Mid-level,13.0,Unknown,1,1,0,1,0,4,2020,High,3,7,0,4.333333333333333,91.0,0,1626,1551,1,212076.75
Data Scientist,Medium,Education,Unknown,Remote,Mid-level,10.0,Ph.D,0,1,0,0,1,8,2020,Medium,2,4,0,5.0,40.0,0,1661,1531,0,80865.0
Data Scientist,Start-up,Healthcare,Canada,Onsite,Junior,14.0,Bachelor's,0,0,1,0,0,7,2020,Medium,1,3,0,14.0,42.0,0,1661,1551,0,64797.0
Data Analyst,Medium,E-commerce,India,Remote,Mid-level,9.0,Bachelor's,0,1,0,0,0,6,2022,Medium,1,1,0,9.0,9.0,0,1626,1567,0,77133.0
Data Scientist,Medium,Finance,Singapore,Remote,Senior,11.0,Bachelor's,0,0,1,1,0,9,2023,High,2,7,1,5.5,77.0,0,1661,1595,0,131279.0
Machine Learning Engineer,Large,Retail,Australia,Onsite,Junior,3.0,Ph.D,1,1,1,0,0,4,2023,High,3,6,0,1.0,18.0,0,1682,1494,0,141422.0
Machine Learning Engineer,Start-up,Healthcare,Germany,Onsite,Senior,0.0,Bachelor's,0,1,0,1,1,1,2021,Low,3,8,0,0.0,0.0,0,1682,1551,1,166069.0
Data Scientist,Large,IT,India,Onsite,Mid-level,9.0,Bachelor's,0,0,1,0,1,5,2020,Low,2,6,0,4.5,54.0,1,1661,1611,0,119063.0
AI Engineer,Unknown,Retail,Canada,Onsite,Junior,9.0,Master's,1,1,1,1,0,3,2026,Low,4,10,1,2.25,90.0,0,1679,1494,0,116841.0
Business Analyst,Medium,E-commerce,Singapore,Onsite,Junior,7.0,Master's,1,0,1,0,1,1,2020,Low,3,8,0,2.333333333333333,56.0,1,1714,1567,0,79945.0
Business Analyst,Start-up,Retail,Australia,Remote,Senior,7.0,Bachelor's,0,1,1,1,0,1,2022,Low,3,8,1,2.333333333333333,56.0,0,1714,1494,0,128572.0
Machine Learning Engineer,Start-up,IT,United State America,Onsite,Mid-level,4.0,Bachelor's,1,1,1,0,0,12,2020,Low,3,6,0,1.3333333333333333,24.0,0,1682,1611,0,129918.0
Data Engineer,Large,Finance,United Kingdom,Hybrid,Junior,11.0,Master's,1,1,1,1,1,11,2020,Low,5,13,1,2.2,143.0,1,1623,1595,0,94345.0
Data Scientist,Unknown,E-commerce,Canada,Hybrid,Mid-level,4.4,Master's,1,0,1,1,1,1,2026,Low,4,12,1,1.1,52.8,1,1661,1567,0,118944.0
Machine Learning Engineer,Medium,Healthcare,Canada,Hybrid,Senior,12.0,Unknown,0,1,1,0,0,11,2020,Low,2,4,0,6.0,48.0,0,1682,1551,0,113873.0
Data Scientist,Start-up,Finance,Singapore,Remote,Senior,8.0,Ph.D,0,1,0,0,1,9,2023,Low,2,4,0,4.0,32.0,0,1661,1595,0,126446.0
AI Engineer,Large,Education,United Kingdom,Onsite,Junior,12.0,Master's,1,0,1,0,0,7,2023,Medium,2,5,0,6.0,60.0,0,1679,1531,0,105828.0
Data Engineer,Medium,Education,United State America,Onsite,Senior,11.0,Master's,1,1,1,0,1,1,2026,Medium,4,9,0,2.75,99.0,1,1623,1531,0,120001.0
Data Scientist,Medium,Healthcare,Singapore,Onsite,Junior,7.0,Master's,0,1,1,0,0,1,2026,Medium,2,4,0,3.5,28.0,0,1661,1551,0,61653.0
Machine Learning Engineer,Large,Finance,United Kingdom,Onsite,Junior,4.0,Bachelor's,0,1,0,1,1,1,2026,High,3,8,0,1.3333333333333333,32.0,0,1682,1595,0,118723.0
Data Analyst,Large,Education,United Kingdom,Onsite,Junior,13.0,Master's,1,1,0,1,1,10,2020,High,4,10,0,3.25,130.0,0,1626,1531,0,99955.0
AI Engineer,Large,E-commerce,Unknown,Remote,Mid-level,3.0,Master's,1,0,0,1,0,10,2026,High,2,6,0,1.5,18.0,0,1679,1567,0,134133.0
Data Engineer,Large,Retail,Australia,Hybrid,Junior,7.0,Master's,1,0,1,0,1,7,2025,Low,3,8,0,2.333333333333333,56.0,1,1623,1494,0,95041.0
Data Engineer,Unknown,E-commerce,Singapore,Hybrid,Senior,8.0,Ph.D,1,0,1,0,1,4,2025,Low,3,8,0,2.6666666666666665,64.0,1,1623,1567,0,136554.0
Data Analyst,Start-up,E-commerce,India,Onsite,Junior,9.0,Ph.D,0,1,1,0,0,7,2023,Low,2,4,0,4.5,36.0,0,1626,1567,0,113873.0
Business Analyst,Large,Healthcare,Singapore,Remote,Mid-level,8.0,Ph.D,0,0,1,0,0,12,2021,Low,1,3,0,8.0,24.0,0,1714,1551,0,85515.0
Data Engineer,Large,Education,United State America,Remote,Senior,7.0,Bachelor's,0,1,1,0,1,9,2024,Low,3,7,0,2.333333333333333,49.0,1,1623,1531,0,131584.0
Business Analyst,Medium,IT,United State America,Onsite,Junior,7.0,Bachelor's,1,1,1,0,1,11,2025,Low,4,9,0,1.75,63.0,1,1714,1611,0,72719.0
Business Analyst,Start-up,IT,Germany,Onsite,Senior,0.0,Ph.D,0,1,1,1,0,1,2023,Low,3,8,1,0.0,0.0,0,1714,1611,0,131300.0
Data Scientist,Large,Retail,Germany,Unknown,Mid-level,7.7,Bachelor's,0,1,1,0,1,6,2022,Low,3,7,0,2.566666666666667,53.9,1,1661,1494,0,101320.0
Data Engineer,Medium,Healthcare,Canada,Hybrid,Mid-level,12.0,Bachelor's,1,0,1,0,0,4,2020,Low,2,5,0,6.0,60.0,0,1623,1551,0,86447.0
Data Scientist,Large,Education,Canada,Hybrid,Mid-level,10.0,Ph.D,0,0,0,0,1,11,2020,Low,1,3,0,10.0,30.0,0,1661,1531,0,105955.0
Data Engineer,Large,IT,Germany,Hybrid,Senior,1.0,Unknown,1,0,1,0,1,3,2020,Low,3,8,0,0.3333333333333333,8.0,1,1623,1611,0,140671.0
Data Engineer,Medium,Education,United Kingdom,Onsite,Senior,1.0,Ph.D,0,0,1,1,0,3,2025,Low,2,7,1,0.5,7.0,0,1623,1531,0,119602.0
Business Analyst,Large,Education,Australia,Remote,Mid-level,11.0,Unknown,0,1,0,0,0,4,2025,Low,1,1,0,11.0,11.0,0,1714,1531,0,72039.0
Machine Learning Engineer,Medium,Unknown,Canada,Onsite,Senior,10.0,Bachelor's,1,1,0,0,0,3,2021,Low,2,3,0,5.0,30.0,0,1682,676,0,142861.0
Data Engineer,Medium,IT,Canada,Unknown,Junior,14.0,Master's,1,1,1,1,0,2,2021,High,4,10,1,3.5,140.0,0,1623,1611,1,212076.75
Machine Learning Engineer,Large,Retail,India,Remote,Mid-level,12.0,Ph.D,1,1,1,0,1,8,2021,High,4,9,0,3.0,108.0,1,1682,1494,0,157826.0
