JobTitle,Company Size,company_Industry,Country,Remote Type,Exp. Level,Years_Experience,Education  Level,Skills - Python,Skills - SQL,Skills - ML,Skills-DeepLearning,skills_Cloud,Posting Month,posting_Year,Hiring Urgency,Total_Skills,advanced_skill_score,ai_specialist,exp_per_skill,experience_intensity,ml_cloud_combination,job_title_popularity,industry_frequency,premium_candidate,Salary (USD)
4,1,4,6,1,2,2.0,0,0,1,1,0,1,2,2025,0,3,7,0,0.6666666666666666,14.0,1,1661,1611,0,97655.0
5,0,1,3,1,3,10.0,1,1,0,1,0,0,8,2025,0,2,5,0,5.0,50.0,0,1682,1531,0,141282.0
4,2,1,2,2,1,7.0,2,0,1,0,1,0,2,2024,0,2,5,0,3.5,35.0,0,1661,1531,1,202887.5
0,0,2,7,2,3,13.0,1,0,1,0,1,0,4,2023,0,2,5,0,6.5,65.0,0,1679,1595,0,159460.0
1,0,6,0,3,1,6.0,1,0,0,0,0,1,3,2022,0,1,3,0,6.0,18.0,0,1714,676,0,61640.0
0,1,5,0,2,1,12.0,0,0,0,0,0,1,3,2024,0,1,3,0,12.0,36.0,0,1679,1494,0,95822.0
0,1,0,6,2,3,0.0,2,0,1,1,1,1,11,2024,0,4,11,1,0.0,0.0,1,1679,1567,1,176770.0
1,0,1,6,0,2,4.0,2,0,1,1,0,1,11,2024,0,3,7,0,1.3333333333333333,28.0,1,1714,1531,0,118721.0
5,1,1,3,0,2,1.0,1,0,1,0,1,1,6,2024,0,3,8,0,0.3333333333333333,8.0,0,1682,1531,0,138200.0
2,1,6,0,0,2,1.0,0,1,0,1,1,0,9,2025,0,3,9,1,0.3333333333333333,9.0,0,1626,676,0,109404.0
0,0,1,0,2,2,2.0,2,0,0,1,0,0,9,2025,0,1,3,0,2.0,6.0,0,1679,1531,0,138624.0
5,0,5,0,0,2,7.0,2,0,0,1,1,1,1,2026,0,3,10,1,2.333333333333333,70.0,1,1682,1494,0,154152.0
3,0,2,7,0,1,0.0,1,1,0,0,1,1,7,2024,1,3,9,0,0.0,0.0,0,1623,1595,0,113873.0
2,0,4,3,1,3,2.0,0,1,0,1,0,0,6,2023,1,2,5,0,1.0,10.0,0,1626,1611,0,116040.0
1,0,4,0,0,3,1.0,1,0,1,0,0,1,1,2026,1,2,4,0,0.5,4.0,0,1714,1611,0,109141.0
4,0,4,0,3,2,13.0,0,1,1,1,1,0,1,2024,1,4,10,1,3.25,130.0,0,1661,1611,0,123754.0
0,1,0,2,1,3,7.0,0,0,0,0,1,0,10,2026,1,1,4,0,7.0,28.0,0,1679,1567,0,159436.0
3,2,5,3,1,3,7.0,1,0,1,0,0,1,11,2022,1,2,4,0,3.5,28.0,0,1623,1494,0,113873.0
2,0,5,1,1,3,14.6,1,1,1,1,1,1,1,2026,1,5,13,1,2.92,189.8,1,1626,1494,0,144990.0
4,1,1,7,0,3,6.0,0,0,0,0,0,1,6,2020,1,1,3,0,6.0,18.0,0,1661,1531,0,106500.0
2,0,5,2,0,3,2.0,2,1,0,1,0,1,6,2024,1,3,8,0,0.6666666666666666,16.0,1,1626,1494,0,124847.0
4,0,1,4,1,3,3.8,3,0,0,0,1,1,7,2021,1,2,7,0,1.9,26.6,0,1661,1531,0,126375.0
3,0,4,5,1,1,5.0,1,1,1,1,1,1,12,2024,1,5,13,1,1.0,65.0,1,1623,1611,0,93679.0
3,1,4,2,2,3,7.0,1,0,0,0,1,1,1,2022,1,2,7,0,3.5,49.0,0,1623,1611,0,128648.0
3,1,2,2,0,2,14.0,1,1,0,1,1,1,10,2024,1,4,12,1,3.5,168.0,1,1623,1595,0,113873.0
2,0,5,6,0,2,7.0,1,0,0,0,0,1,10,2022,1,1,3,0,7.0,21.0,0,1626,1494,0,61640.0
4,2,0,0,2,2,6.0,1,1,1,1,0,1,7,2022,1,4,9,0,1.5,54.0,1,1661,1567,0,104352.0
2,0,5,3,1,2,2.0,1,0,1,1,1,1,11,2026,1,4,11,1,0.5,22.0,1,1626,1494,0,130874.0
3,0,3,2,1,1,12.0,2,1,0,0,1,1,11,2026,1,3,9,0,4.0,108.0,0,1623,1551,0,95432.0
1,1,2,4,3,1,8.0,1,0,0,0,1,0,10,2020,1,1,4,0,8.0,32.0,0,1714,1595,0,66241.0
4,0,6,5,1,3,12.0,0,0,0,1,1,1,2,2021,1,3,10,1,4.0,120.0,1,1661,676,1,163092.0
1,0,0,2,1,3,7.0,0,0,1,1,0,0,3,2024,1,2,4,0,3.5,28.0,0,1714,1567,0,129372.0
2,0,1,0,0,2,5.0,2,1,1,1,0,0,6,2024,1,3,6,0,1.6666666666666667,30.0,0,1626,1531,0,108403.0
5,2,3,5,1,1,3.0,0,0,0,1,1,0,6,2026,1,2,7,1,1.5,21.0,0,1682,1551,0,122732.0
5,1,4,2,1,2,6.0,0,1,1,0,0,1,7,2024,1,3,6,0,2.0,36.0,0,1682,1611,0,124300.0
0,0,4,5,1,3,11.0,2,1,1,1,1,0,12,2021,1,4,10,1,2.75,110.0,0,1679,1611,1,171518.0
5,2,3,7,0,3,8.0,2,0,1,1,0,1,4,2022,1,3,7,0,2.6666666666666665,56.0,1,1682,1551,0,162147.0
2,1,0,2,2,2,6.5,0,1,1,1,1,1,8,2020,1,5,13,1,1.3,84.5,1,1626,1567,1,202887.5
3,1,4,3,0,3,10.0,0,0,1,0,0,1,11,2025,1,2,4,0,5.0,40.0,0,1623,1611,0,112458.0
1,2,2,7,2,1,7.0,2,0,0,1,0,0,1,2026,0,1,3,0,7.0,21.0,0,1714,1595,0,76600.0
0,0,4,2,3,2,0.0,3,0,0,0,1,1,12,2022,0,2,7,0,0.0,0.0,0,1679,1611,1,164036.0
4,0,4,4,2,1,11.0,1,1,1,1,0,0,5,2026,0,3,6,0,3.6666666666666665,66.0,0,1661,1611,0,72011.0
3,2,0,6,1,1,7.0,1,0,1,1,0,1,1,2024,0,3,7,0,2.333333333333333,49.0,1,1623,1567,0,75598.0
5,2,5,1,2,3,7.0,2,0,1,1,1,1,1,2020,0,4,11,1,1.75,77.0,1,1682,1494,0,159309.0
3,0,0,0,0,1,6.0,0,1,1,1,0,1,6,2026,1,4,9,0,1.5,54.0,1,1623,1567,0,92244.0
4,1,5,5,0,1,1.0,0,1,1,1,1,0,10,2026,1,4,10,1,0.25,10.0,0,1661,1494,1,202887.5
0,0,2,6,0,3,4.0,0,0,1,1,0,1,10,2021,1,3,7,0,1.3333333333333333,28.0,1,1679,1595,1,181500.0
5,1,3,3,0,2,0.0,0,0,1,0,0,0,2,2026,1,1,1,0,0.0,0.0,0,1682,1551,0,132444.0
4,0,5,2,2,1,1.0,0,0,0,1,0,1,2,2026,0,2,6,0,0.5,6.0,1,1661,1494,0,80161.0
4,0,3,2,2,2,7.0,1,0,1,1,0,1,11,2022,0,3,7,0,2.333333333333333,49.0,1,1661,1551,0,124584.0
3,0,0,0,1,1,9.0,2,0,1,1,1,1,1,2021,0,4,11,1,2.25,99.0,1,1623,1567,0,89456.0
3,0,0,3,0,2,10.0,0,0,1,0,1,0,12,2024,2,2,5,0,5.0,50.0,0,1623,1567,0,113336.0
4,1,6,6,1,3,7.0,0,0,1,0,0,1,10,2026,2,2,4,0,3.5,28.0,0,1661,676,0,110975.0
4,0,6,4,1,1,0.0,1,1,0,0,1,0,10,2021,2,2,6,0,0.0,0.0,0,1661,676,0,87357.0
4,0,0,4,1,2,7.0,1,1,0,0,1,1,2,2024,2,3,9,0,2.333333333333333,63.0,0,1661,1567,0,119057.0
4,2,3,0,2,3,12.0,2,0,1,0,0,0,11,2025,2,1,1,0,12.0,12.0,0,1661,1551,0,113873.0
4,0,5,5,0,1,13.0,1,0,0,1,0,0,6,2025,0,1,3,0,13.0,39.0,0,1661,1494,0,87294.0
4,2,4,5,1,1,2.0,2,0,1,1,0,1,5,2024,0,3,7,0,0.6666666666666666,14.0,1,1661,1611,0,70512.0
5,0,4,3,0,1,9.0,3,0,1,0,0,1,9,2023,0,2,4,0,4.5,36.0,0,1682,1611,0,118439.0
5,0,3,0,0,3,7.0,1,0,1,1,0,0,10,2024,0,2,4,0,3.5,28.0,0,1682,1551,0,158079.0
3,2,6,3,1,2,7.0,1,0,1,1,1,1,10,2020,0,4,11,1,1.75,77.0,1,1623,676,0,117539.0
1,0,4,3,1,1,14.0,1,0,0,1,1,1,5,2021,0,3,10,1,4.666666666666667,140.0,1,1714,1611,0,90935.0
1,2,4,1,0,2,10.0,2,0,1,1,0,1,1,2025,2,3,7,0,3.333333333333333,70.0,1,1714,1611,0,97987.0
2,0,1,5,2,1,5.0,1,1,0,0,0,1,1,2025,2,2,5,0,2.5,25.0,0,1626,1531,0,84465.0
4,0,1,7,1,2,10.0,1,1,1,1,0,1,11,2025,2,4,9,0,2.5,90.0,1,1661,1531,0,99220.0
0,0,4,2,1,1,2.0,1,1,0,0,0,0,5,2023,2,1,2,0,2.0,4.0,0,1679,1611,0,90659.0
4,0,1,0,1,1,6.0,0,0,1,1,0,0,8,2022,1,2,4,0,3.0,24.0,0,1661,1531,0,88058.0
2,0,5,7,0,3,5.0,0,0,0,0,1,0,8,2022,1,1,4,0,5.0,20.0,0,1626,1494,0,114695.0
3,2,2,4,0,2,14.0,0,0,1,0,1,1,8,2022,1,3,8,0,4.666666666666667,112.0,0,1623,1595,0,97024.0
2,1,2,2,2,4,9.0,2,1,1,1,0,1,1,2020,1,4,9,0,2.25,81.0,1,1626,1595,0,97028.0
4,3,5,0,0,1,14.0,0,0,1,1,1,1,3,2025,1,4,11,1,3.5,154.0,1,1661,1494,0,91837.0
2,0,3,3,0,3,6.0,2,0,1,0,0,0,6,2020,1,1,1,0,6.0,6.0,0,1626,1551,0,100290.0
3,2,0,3,1,2,7.0,0,1,1,1,0,1,1,2020,1,4,9,0,1.75,63.0,1,1623,1567,0,104916.0
1,2,4,0,1,3,7.0,0,0,0,0,0,1,1,2025,1,1,3,0,7.0,21.0,0,1714,1611,0,97336.0
4,1,4,0,2,3,7.0,2,0,0,1,1,1,7,2026,1,3,10,1,2.333333333333333,70.0,1,1661,1611,0,134891.0
3,3,3,3,2,1,10.0,1,0,1,0,1,1,9,2022,1,3,8,0,3.333333333333333,80.0,0,1623,1551,0,78475.0
1,0,2,6,2,3,5.0,0,0,1,1,1,1,4,2020,0,4,11,1,1.25,55.0,1,1714,1595,0,113873.0
5,0,2,0,1,3,2.9,3,1,1,1,1,1,4,2025,0,5,13,1,0.58,37.7,1,1682,1595,1,177554.0
3,1,2,1,0,1,3.0,2,0,0,1,0,1,12,2025,0,2,6,0,1.5,18.0,1,1623,1595,0,74209.0
2,0,5,0,0,2,12.0,2,0,1,0,0,1,5,2020,0,2,4,0,6.0,48.0,0,1626,1494,0,91949.0
2,0,3,3,1,1,7.0,1,0,1,0,0,0,6,2022,0,1,1,0,7.0,7.0,0,1626,1551,0,113873.0
4,0,5,3,1,1,6.3,2,1,1,1,0,1,9,2026,1,4,9,0,1.575,56.7,1,1661,1494,0,72485.0
1,0,5,5,2,2,12.0,1,1,0,1,0,1,8,2020,1,3,8,0,4.0,96.0,1,1714,1494,0,103008.0
2,0,5,5,0,3,0.0,0,1,0,0,0,1,2,2021,1,2,5,0,0.0,0.0,0,1626,1494,1,202887.5
1,0,3,6,1,1,7.0,1,1,0,1,0,1,10,2021,0,3,8,0,2.333333333333333,56.0,1,1714,1551,0,83418.0
2,2,5,2,0,3,4.0,1,1,0,1,0,0,10,2021,0,2,5,0,2.0,20.0,0,1626,1494,0,111931.0
2,0,3,2,2,2,0.0,0,0,1,1,0,1,1,2021,0,3,7,0,0.0,0.0,1,1626,1551,0,98595.0
2,0,0,2,2,2,9.0,1,1,1,0,0,1,9,2020,0,3,6,0,3.0,54.0,0,1626,1567,0,101846.0
3,0,0,2,0,1,10.0,2,0,1,0,1,1,8,2022,0,3,8,0,3.333333333333333,80.0,0,1623,1567,0,90421.0
2,0,2,5,2,1,13.0,2,0,0,0,0,1,11,2022,0,1,3,0,13.0,39.0,0,1626,1595,0,61640.0
5,1,0,2,0,1,7.0,2,0,0,0,1,0,6,2026,0,1,4,0,7.0,28.0,0,1682,1567,0,61640.0
1,2,4,0,1,2,10.0,1,1,1,0,0,1,8,2020,0,3,6,0,3.333333333333333,60.0,0,1714,1611,0,83659.0
0,1,3,4,1,1,6.0,1,0,1,0,0,0,10,2022,0,1,1,0,6.0,6.0,0,1679,1551,0,86234.0
5,0,0,5,1,2,9.0,0,0,0,1,0,0,4,2022,0,1,3,0,9.0,27.0,0,1682,1567,0,133105.0
5,0,1,5,2,2,6.0,2,1,1,0,0,1,2,2026,0,3,6,0,2.0,36.0,0,1682,1531,0,61640.0
4,0,5,0,2,0,7.0,3,1,1,1,0,1,11,2022,0,4,9,0,1.75,63.0,1,1661,1494,0,91688.0
0,2,5,2,2,3,0.3,0,1,1,1,0,0,8,2026,0,3,6,0,0.0999999999999999,1.7999999999999998,0,1679,1494,0,139350.0
0,2,0,5,1,2,10.0,2,0,0,0,0,1,9,2026,0,1,3,0,10.0,30.0,0,1679,1567,0,128333.0
2,0,3,1,3,2,13.0,3,1,1,0,1,0,4,2020,0,3,7,0,4.333333333333333,91.0,0,1626,1551,1,202887.5
4,1,1,7,2,2,10.0,2,0,1,0,0,1,8,2020,2,2,4,0,5.0,40.0,0,1661,1531,0,80865.0
4,2,3,1,1,1,14.0,0,0,0,1,0,0,7,2020,2,1,3,0,14.0,42.0,0,1661,1551,0,64797.0
2,1,0,3,2,2,9.0,0,0,1,0,0,0,6,2022,2,1,1,0,9.0,9.0,0,1626,1567,0,77133.0
4,1,2,4,2,3,11.0,0,0,0,1,1,0,9,2023,0,2,7,1,5.5,77.0,0,1661,1595,0,131279.0
5,0,5,0,1,1,3.0,2,1,1,1,0,0,4,2023,0,3,6,0,1.0,18.0,0,1682,1494,0,141422.0
5,2,3,2,1,3,0.0,0,0,1,0,1,1,1,2021,1,3,8,0,0.0,0.0,0,1682,1551,1,166069.0
4,0,4,3,1,2,9.0,0,0,0,1,0,1,5,2020,1,2,6,0,4.5,54.0,1,1661,1611,0,119063.0
0,3,5,1,1,1,9.0,1,1,1,1,1,0,3,2026,1,4,10,1,2.25,90.0,0,1679,1494,0,116841.0
1,1,0,4,1,1,7.0,1,1,0,1,0,1,1,2020,1,3,8,0,2.333333333333333,56.0,1,1714,1567,0,79945.0
1,2,5,0,2,3,7.0,0,0,1,1,1,0,1,2022,1,3,8,1,2.333333333333333,56.0,0,1714,1494,0,128572.0
5,2,4,6,1,2,4.0,0,1,1,1,0,0,12,2020,1,3,6,0,1.3333333333333333,24.0,0,1682,1611,0,129918.0
3,0,2,5,0,1,11.0,1,1,1,1,1,1,11,2020,1,5,13,1,2.2,143.0,1,1623,1595,0,94345.0
4,3,0,1,0,2,4.4,1,1,0,1,1,1,1,2026,1,4,12,1,1.1,52.8,1,1661,1567,0,118944.0
5,1,3,1,0,3,12.0,3,0,1,1,0,0,11,2020,1,2,4,0,6.0,48.0,0,1682,1551,0,113873.0
4,2,2,4,2,3,8.0,2,0,1,0,0,1,9,2023,1,2,4,0,4.0,32.0,0,1661,1595,0,126446.0
0,0,1,5,1,1,12.0,1,1,0,1,0,0,7,2023,2,2,5,0,6.0,60.0,0,1679,1531,0,105828.0
3,1,1,6,1,3,11.0,1,1,1,1,0,1,1,2026,2,4,9,0,2.75,99.0,1,1623,1531,0,120001.0
4,1,3,4,1,1,7.0,1,0,1,1,0,0,1,2026,2,2,4,0,3.5,28.0,0,1661,1551,0,61653.0
5,0,2,5,1,1,4.0,0,0,1,0,1,1,1,2026,0,3,8,0,1.3333333333333333,32.0,0,1682,1595,0,118723.0
2,0,1,5,1,1,13.0,1,1,1,0,1,1,10,2020,0,4,10,0,3.25,130.0,0,1626,1531,0,99955.0
0,0,0,7,2,2,3.0,1,1,0,0,1,0,10,2026,0,2,6,0,1.5,18.0,0,1679,1567,0,134133.0
3,0,5,0,0,1,7.0,1,1,0,1,0,1,7,2025,1,3,8,0,2.333333333333333,56.0,1,1623,1494,0,95041.0
3,3,0,4,0,3,8.0,2,1,0,1,0,1,4,2025,1,3,8,0,2.6666666666666665,64.0,1,1623,1567,0,136554.0
2,2,0,3,1,1,9.0,2,0,1,1,0,0,7,2023,1,2,4,0,4.5,36.0,0,1626,1567,0,113873.0
1,0,3,4,2,2,8.0,2,0,0,1,0,0,12,2021,1,1,3,0,8.0,24.0,0,1714,1551,0,85515.0
3,0,1,6,2,3,7.0,0,0,1,1,0,1,9,2024,1,3,7,0,2.333333333333333,49.0,1,1623,1531,0,131584.0
1,1,4,6,1,1,7.0,0,1,1,1,0,1,11,2025,1,4,9,0,1.75,63.0,1,1714,1611,0,72719.0
1,2,4,2,1,3,0.0,2,0,1,1,1,0,1,2023,1,3,8,1,0.0,0.0,0,1714,1611,0,131300.0
4,0,5,2,3,2,7.7,0,0,1,1,0,1,6,2022,1,3,7,0,2.566666666666667,53.9,1,1661,1494,0,101320.0
3,1,3,1,0,2,12.0,0,1,0,1,0,0,4,2020,1,2,5,0,6.0,60.0,0,1623,1551,0,86447.0
4,0,1,1,0,2,10.0,2,0,0,0,0,1,11,2020,1,1,3,0,10.0,30.0,0,1661,1531,0,105955.0
3,0,4,2,0,3,1.0,3,1,0,1,0,1,3,2020,1,3,8,0,0.3333333333333333,8.0,1,1623,1611,0,140671.0
3,1,1,5,1,3,1.0,2,0,0,1,1,0,3,2025,1,2,7,1,0.5,7.0,0,1623,1531,0,119602.0
1,0,1,0,2,2,11.0,3,0,1,0,0,0,4,2025,1,1,1,0,11.0,11.0,0,1714,1531,0,72039.0
5,1,6,1,1,3,10.0,0,1,1,0,0,0,3,2021,1,2,3,0,5.0,30.0,0,1682,676,0,142861.0
3,1,4,1,3,1,14.0,1,1,1,1,1,0,2,2021,0,4,10,1,3.5,140.0,0,1623,1611,1,202887.5
5,0,5,3,2,2,12.0,2,1,1,1,0,1,8,2021,0,4,9,0,3.0,108.0,1,1682,1494,0,157826.0
4,0,3,2,0,1,1.0,2,0,1,1,0,0,1,2022,1,2,4,0,0.5,4.0,0,1661,1551,0,91577.0
0,1,4,0,1,1,7.0,0,0,0,0,1,0,3,2022,1,1,4,0,7.0,28.0,0,1679,1611,1,202887.5
3,1,2,2,2,4,14.0,1,1,0,1,0,1,3,2021,1,3,8,0,4.666666666666667,112.0,1,1623,1595,0,64408.0
3,1,3,4,2,2,13.1,2,0,1,0,0,0,8,2023,1,1,1,0,13.1,13.1,0,1623,1551,0,70512.0
1,3,4,0,2,2,9.0,1,0,1,1,0,1,4,2021,1,3,7,0,3.0,63.0,1,1714,1611,0,111528.0
2,1,4,3,3,3,7.0,1,1,1,1,0,0,11,2022,1,3,6,0,2.333333333333333,42.0,0,1626,1611,0,112315.0
4,1,5,3,2,1,10.0,2,0,1,0,0,1,4,2025,1,2,4,0,5.0,40.0,0,1661,1494,0,63688.0
0,3,3,5,1,2,7.0,0,1,1,1,1,0,8,2025,1,4,10,1,1.75,70.0,0,1679,1551,0,162247.0
5,0,3,1,0,1,0.4,0,0,1,1,0,0,11,2021,1,2,4,0,0.2,1.6,0,1682,1551,0,101487.0
1,1,6,4,2,3,4.0,2,0,1,0,0,1,7,2021,1,2,4,0,2.0,16.0,0,1714,676,0,105096.0
4,0,0,4,1,1,10.0,1,0,1,1,1,1,3,2024,0,4,11,1,2.5,110.0,1,1661,1567,0,89156.0
0,1,4,5,0,1,5.0,3,0,1,0,1,1,11,2024,1,3,8,0,1.6666666666666667,40.0,0,1679,1611,0,114994.0
5,1,0,0,2,3,0.0,1,0,1,0,0,1,1,2026,1,2,4,0,0.0,0.0,0,1682,1567,0,157952.0
2,0,5,6,2,2,6.0,0,1,0,1,0,1,1,2026,1,3,8,0,2.0,48.0,1,1626,1494,0,100811.0
0,2,6,6,2,1,13.9,0,0,0,1,1,1,10,2025,1,3,10,1,4.633333333333334,139.0,1,1679,676,0,132014.0
1,2,1,5,2,2,0.0,0,0,0,0,0,1,6,2021,1,1,3,0,0.0,0.0,0,1714,1531,0,88014.0
1,2,4,0,0,2,13.0,1,0,0,1,1,1,7,2026,1,3,10,1,4.333333333333333,130.0,1,1714,1611,0,116433.0
1,0,2,0,1,2,14.0,0,0,0,1,0,0,11,2022,1,1,3,0,14.0,42.0,0,1714,1595,0,85637.0
0,0,2,2,1,1,0.0,1,0,1,1,1,0,1,2023,1,3,8,1,0.0,0.0,0,1679,1595,0,103610.0
5,0,2,3,1,2,7.0,1,1,1,0,1,1,9,2026,1,4,10,0,1.75,70.0,0,1682,1595,0,158351.0
4,0,3,1,2,1,1.0,1,0,1,1,0,1,3,2020,1,3,7,0,0.3333333333333333,7.0,1,1661,1551,0,97897.0
5,0,6,4,2,3,11.0,1,0,1,1,0,1,3,2022,2,3,7,0,3.6666666666666665,77.0,1,1682,676,1,171867.0
0,0,0,2,1,1,7.0,0,1,1,0,0,0,1,2022,2,2,3,0,3.5,21.0,0,1679,1567,0,113873.0
1,0,6,2,1,2,6.0,0,1,1,1,0,0,3,2024,2,3,6,0,2.0,36.0,0,1714,676,0,92715.0
0,0,5,4,1,3,9.0,1,0,1,1,1,0,3,2026,2,3,8,1,3.0,72.0,0,1679,1494,1,185386.0
2,0,1,5,0,3,9.0,1,0,0,0,0,1,11,2024,2,1,3,0,9.0,27.0,0,1626,1531,0,129760.0
3,3,1,1,1,2,2.0,1,1,0,1,1,0,3,2026,2,3,9,1,0.6666666666666666,18.0,0,1623,1531,0,102295.0
4,1,6,2,1,3,11.0,3,1,0,0,0,0,11,2026,2,1,2,0,11.0,22.0,0,1661,676,0,99400.0
4,1,4,5,0,2,2.0,3,1,1,0,0,1,1,2023,1,3,6,0,0.6666666666666666,12.0,0,1661,1611,0,84738.0
4,1,4,5,1,3,9.0,0,1,1,0,1,1,9,2021,1,4,10,0,2.25,90.0,0,1661,1611,0,123436.0
1,2,1,6,0,1,10.0,2,0,0,1,0,0,4,2022,1,1,3,0,10.0,30.0,0,1714,1531,0,113873.0
3,2,5,6,2,1,6.4,2,0,1,1,0,0,4,2020,1,2,4,0,3.2,25.6,0,1623,1494,0,67091.0
4,1,3,2,0,1,7.0,2,1,1,0,0,0,9,2025,1,2,3,0,3.5,21.0,0,1661,1551,0,61640.0
3,1,4,0,1,3,7.7,2,1,1,1,1,0,11,2023,1,4,10,1,1.925,77.0,0,1623,1611,0,113873.0
4,0,0,7,0,3,12.0,1,1,1,0,0,0,1,2024,1,2,3,0,6.0,36.0,0,1661,1567,0,146705.0
5,0,3,6,2,1,7.0,2,1,0,1,0,1,1,2020,1,3,8,0,2.333333333333333,56.0,1,1682,1551,0,135733.0
5,0,6,2,0,1,8.0,0,0,0,1,0,0,8,2020,1,1,3,0,8.0,24.0,0,1682,676,0,101978.0
1,0,4,0,0,1,10.0,0,0,0,0,1,1,1,2020,2,2,7,0,5.0,70.0,0,1714,1611,0,92570.0
1,0,2,4,1,2,7.0,0,1,0,1,0,0,1,2023,2,2,5,0,3.5,35.0,0,1714,1595,0,113888.0
6,0,5,0,0,3,0.0,1,1,1,1,0,1,7,2025,2,4,9,0,0.0,0.0,1,40,1494,1,165300.0
2,1,6,6,0,4,13.0,1,0,0,1,1,0,1,2023,2,2,7,1,6.5,91.0,0,1626,676,1,202887.5
1,1,4,3,1,3,7.0,0,1,1,1,1,1,1,2023,2,5,13,1,1.4,91.0,1,1714,1611,0,140506.0
1,0,3,6,0,1,14.0,2,0,1,1,0,0,6,2023,2,2,4,0,7.0,56.0,0,1714,1551,0,71439.0
5,2,3,2,3,1,10.0,0,1,1,1,1,1,6,2022,2,5,13,1,2.0,130.0,1,1682,1551,1,202887.5
5,0,3,3,0,3,7.0,2,0,1,1,0,1,9,2022,2,3,7,0,2.333333333333333,49.0,1,1682,1551,1,196314.0
0,0,0,6,0,3,7.0,2,0,1,1,0,1,1,2026,2,3,7,0,2.333333333333333,49.0,1,1679,1567,0,113873.0
3,0,6,0,2,4,14.0,0,1,0,0,0,1,5,2024,2,2,5,0,7.0,70.0,0,1623,676,0,105620.0
2,0,4,6,2,2,1.0,3,1,0,1,1,0,5,2026,2,3,9,1,0.3333333333333333,9.0,0,1626,1611,0,90823.0
1,0,4,4,2,1,0.0,2,0,1,1,0,1,4,2024,2,3,7,0,0.0,0.0,1,1714,1611,0,78051.0
3,0,5,2,1,2,5.0,1,1,1,1,1,0,10,2024,2,4,10,1,1.25,50.0,0,1623,1494,0,111802.0
3,0,5,0,0,3,7.0,0,1,0,1,1,0,10,2025,2,3,9,1,2.333333333333333,63.0,0,1623,1494,0,136869.0
4,1,4,7,0,2,4.0,1,1,1,1,0,1,12,2025,1,4,9,0,1.0,36.0,1,1661,1611,0,104165.0
1,2,3,7,2,3,7.0,0,1,0,1,0,1,2,2020,1,3,8,0,2.333333333333333,56.0,1,1714,1551,0,123965.0
2,1,5,4,0,1,8.0,1,0,0,1,0,1,2,2023,1,2,6,0,4.0,48.0,1,1626,1494,0,63624.0
5,1,2,4,0,1,7.0,1,0,1,1,0,1,1,2021,2,3,7,0,2.333333333333333,49.0,1,1682,1595,0,113103.0
